"county","Mean_NDVI","Min_NDVI","date","mean_mean_ndvi","mean_min_ndvi"
"Baker",0.164916666666667,0.091,2022-09-27,0.49507325685224,0.347777777777778
"Bay",0.567939726027397,0.1129,2022-09-27,0.547683666998203,0.228427777777778
"Bradford",0.172351724137931,0.0825,2022-09-27,0.487341392081737,0.386794444444444
"Brevard",-0.00669479166666666,-0.0124,2022-09-27,0.329879622183359,0.0574833333333333
"Broward",-0.0152691056910569,-0.0226,2022-09-27,0.233626068353626,0.0255388888888889
"Calhoun",0.346242592592593,0.1099,2022-09-27,0.544649588477366,0.331522222222222
"Charlotte",-0.0112906666666667,-0.015,2022-09-27,0.333134137962427,0.10155
"Citrus",0.0434092592592593,0.026,2022-09-27,0.483085230563905,0.35505
"Clay",0.106054098360656,0.0389,2022-09-27,0.448436492663103,0.272922222222222
"Collier",-0.0169758064516129,-0.0275,2022-09-27,0.294984361098472,0.0351888888888889
"Columbia",0.200975,0.057,2022-09-27,0.515751111111111,0.362461111111111
"DeSoto",-0.010945,-0.0137,2022-09-27,0.354893703703704,0.199022222222222
"Dixie",0.0905588235294118,-0.0086,2022-09-27,0.525384589594653,0.215111111111111
"Duval",0.117976811594203,0.0022,2022-09-27,0.386558092468115,0.166116666666667
"Escambia",0.726920967741935,0.507,2022-09-27,0.572081684557415,0.239022222222222
"Flagler",0.0333833333333333,-0.0062,2022-09-27,0.443860239512472,0.202172222222222
"Franklin",0.129410909090909,-0.0014,2022-09-27,0.558032940508026,0.202244444444444
"Gadsden",0.282949019607843,0.1078,2022-09-27,0.610789433551198,0.428016666666667
"Gilchrist",0.0930571428571429,0.0526,2022-09-27,0.512253174603175,0.375361111111111
"Glades",-0.00955465116279069,-0.0129,2022-09-27,0.355211899441947,0.141133333333333
"Gulf",0.262323076923077,0.077,2022-09-27,0.569357212229281,0.297361111111111
"Hamilton",0.32119375,0.1258,2022-09-27,0.494931134259259,0.318405555555556
"Hardee",-0.00955666666666666,-0.0139,2022-09-27,0.30612752354049,0.135461111111111
"Hendry",-0.0136188118811881,-0.0219,2022-09-27,0.324282427942794,0.129911111111111
"Hernando",0.0313454545454545,-0.0143,2022-09-27,0.453980180542971,0.166677777777778
"Highlands",-0.0068,-0.0107,2022-09-27,0.331720771971273,0.109683333333333
"Hillsborough",0.0172494623655914,-0.0109,2022-09-27,0.332059452447628,0.137722222222222
"Holmes",0.7348,0.5596,2022-09-27,0.620693197278912,0.467766666666667
"Indian River",-0.0106113636363636,-0.0146,2022-09-27,0.288636701828175,0.0970277777777778
"Jackson",0.556018556701031,0.1118,2022-09-27,0.537982002594852,0.285483333333333
"Jefferson",0.200283333333333,0.0697,2022-09-27,0.582865833333333,0.416766666666667
"Lafayette",0.321141176470588,0.1326,2022-09-27,0.567478758169935,0.401588888888889
"Lake",0.0351896907216495,7e-04,2022-09-27,0.434598931764941,0.208483333333333
"Lee",-0.0118240506329114,-0.0142,2022-09-27,0.275579202812742,0.0293944444444444
"Leon",0.217525,0.0636,2022-09-27,0.612062880079568,0.388022222222222
"Levy",0.145766666666667,-0.0125,2022-09-27,0.508021667642095,0.224633333333333
"Liberty",0.264354117647059,0.0721,2022-09-27,0.626071758028793,0.336611111111111
"Madison",0.214431944444444,0.0682,2022-09-27,0.55650725308642,0.368827777777778
"Manatee",-0.013443661971831,-0.0196,2022-09-27,0.327842902961563,0.128805555555556
"Marion",0.0680874213836478,0.0127,2022-09-27,0.495058835558098,0.266227777777778
"Martin",-0.0118814814814815,-0.0181,2022-09-27,0.263398510740075,0.0824277777777778
"Miami-Dade",-0.00507185628742515,-0.0142,2022-09-27,0.20894193570886,0.00310555555555556
"Monroe",-0.0116466666666667,-0.0161,2022-09-27,0.280981025978584,0.0174333333333333
"Nassau",0.175441379310345,0.0859,2022-09-27,0.437439072021212,0.224088888888889
"Okaloosa",0.716376086956522,0.3663,2022-09-27,0.577817882975205,0.252694444444444
"Okeechobee",-0.00759718309859154,-0.0104,2022-09-27,0.332058373543732,0.114094444444444
"Orange",0.0202453488372093,-0.0049,2022-09-27,0.327310817185916,0.1311
"Osceola",0.000558823529411765,-0.0099,2022-09-27,0.332888935740443,0.112233333333333
"Palm Beach",-0.019253591160221,-0.0302,2022-09-27,0.273822902923781,0.0464722222222222
"Pasco",0.0655204819277108,0.0271,2022-09-27,0.403591012478464,0.17135
"Pinellas",-0.00806,-0.0158,2022-09-27,0.294698247793672,0.123111111111111
"Polk",0.000877906976744186,-0.01,2022-09-27,0.3372232172425,0.129761111111111
"Putnam",0.0589441558441558,0.0157,2022-09-27,0.472541160746732,0.274
"Santa Rosa",0.726215306122449,0.3738,2022-09-27,0.579674475829829,0.286933333333333
"Sarasota",-0.0154157894736842,-0.0248,2022-09-27,0.331053275138604,0.105488888888889
"Seminole",0.0195064516129032,0.0028,2022-09-27,0.371876936705767,0.193822222222222
"St. Johns",0.0186145161290323,-0.0099,2022-09-27,0.445914917545583,0.166583333333333
"St. Lucie",-0.0100571428571428,-0.0142,2022-09-27,0.229000116959064,0.0701666666666667
"Sumter",0.0388321428571429,0.0183,2022-09-27,0.462049503968254,0.2368
"Suwannee",0.310668115942029,0.077,2022-09-27,0.499450080515298,0.356405555555556
"Taylor",0.123170754716981,-0.0042,2022-09-27,0.575071031602195,0.316977777777778
"Union",0.1540625,0.0768,2022-09-27,0.498136111111111,0.40565
"Volusia",0.00310095238095238,-0.0132,2022-09-27,0.422040809537075,0.131911111111111
"Wakulla",0.208108771929825,0.0497,2022-09-27,0.620377914926204,0.305638888888889
"Walton",0.723701960784314,0.4756,2022-09-27,0.594438615169558,0.276444444444444
"Washington",0.651278333333333,0.4422,2022-09-27,0.602519814814815,0.353755555555556
"Alachua",-0.0143511363636364,-0.0185,2022-09-28,0.505207409866455,0.324066666666667
"Baker",-0.0115037735849057,-0.02,2022-09-28,0.49507325685224,0.347777777777778
"Bay",0.631997222222222,0.3135,2022-09-28,0.547683666998203,0.228427777777778
"Bradford",-0.0163655172413793,-0.0198,2022-09-28,0.487341392081737,0.386794444444444
"Brevard",-0.0155381443298969,-0.0359,2022-09-28,0.329879622183359,0.0574833333333333
"Broward",0.00246446280991735,-0.0101,2022-09-28,0.233626068353626,0.0255388888888889
"Calhoun",0.283262962962963,0.1081,2022-09-28,0.544649588477366,0.331522222222222
"Charlotte",-0.0205675324675325,-0.0285,2022-09-28,0.333134137962427,0.10155
"Citrus",-0.0139929824561404,-0.017,2022-09-28,0.483085230563905,0.35505
"Clay",-0.016405,-0.02,2022-09-28,0.448436492663103,0.272922222222222
"Collier",-0.0132699453551912,-0.0238,2022-09-28,0.294984361098472,0.0351888888888889
"Columbia",0.00162375,-0.016,2022-09-28,0.515751111111111,0.362461111111111
"DeSoto",-0.0218616666666667,-0.0303,2022-09-28,0.354893703703704,0.199022222222222
"Dixie",-0.00310895522388059,-0.0154,2022-09-28,0.525384589594653,0.215111111111111
"Duval",-0.0198442857142857,-0.0222,2022-09-28,0.386558092468115,0.166116666666667
"Escambia",0.70728253968254,0.412,2022-09-28,0.572081684557415,0.239022222222222
"Flagler",-0.0173,-0.0189,2022-09-28,0.443860239512472,0.202172222222222
"Franklin",0.204112,0.0099,2022-09-28,0.558032940508026,0.202244444444444
"Gadsden",0.437898039215686,0.1985,2022-09-28,0.610789433551198,0.428016666666667
"Gilchrist",-0.0126457142857143,-0.0196,2022-09-28,0.512253174603175,0.375361111111111
"Glades",-0.0130627906976744,-0.0272,2022-09-28,0.355211899441947,0.141133333333333
"Gulf",0.332830188679245,0.0722,2022-09-28,0.569357212229281,0.297361111111111
"Hamilton",0.000391666666666667,-0.0082,2022-09-28,0.494931134259259,0.318405555555556
"Hardee",-0.0219266666666667,-0.028,2022-09-28,0.30612752354049,0.135461111111111
"Hendry",-0.00695346534653465,-0.0257,2022-09-28,0.324282427942794,0.129911111111111
"Hernando",-0.0162863636363636,-0.019,2022-09-28,0.453980180542971,0.166677777777778
"Highlands",-0.00930103092783505,-0.0209,2022-09-28,0.331720771971273,0.109683333333333
"Hillsborough",-0.0201583333333333,-0.0231,2022-09-28,0.332059452447628,0.137722222222222
"Holmes",0.7406,0.6726,2022-09-28,0.620693197278912,0.467766666666667
"Indian River",0.00695454545454545,-0.0057,2022-09-28,0.288636701828175,0.0970277777777778
"Jackson",0.431629896907217,0.07,2022-09-28,0.537982002594852,0.285483333333333
"Jefferson",0.0748733333333333,0.0077,2022-09-28,0.582865833333333,0.416766666666667
"Lafayette",0.012378431372549,-0.0023,2022-09-28,0.567478758169935,0.401588888888889
"Lake",-0.0135726315789474,-0.026,2022-09-28,0.434598931764941,0.208483333333333
"Lee",-0.0163533333333333,-0.0216,2022-09-28,0.275579202812742,0.0293944444444444
"Leon",0.402851470588235,0.0871,2022-09-28,0.612062880079568,0.388022222222222
"Levy",-0.0162245454545454,-0.0188,2022-09-28,0.508021667642095,0.224633333333333
"Liberty",0.371267058823529,0.1922,2022-09-28,0.626071758028793,0.336611111111111
"Madison",0.00710833333333333,-0.0068,2022-09-28,0.55650725308642,0.368827777777778
"Manatee",-0.0235442857142857,-0.0281,2022-09-28,0.327842902961563,0.128805555555556
"Marion",-0.011603164556962,-0.0192,2022-09-28,0.495058835558098,0.266227777777778
"Martin",-0.000915094339622642,-0.0108,2022-09-28,0.263398510740075,0.0824277777777778
"Miami-Dade",0.0106952662721893,-0.0138,2022-09-28,0.20894193570886,0.00310555555555556
"Monroe",-0.0134518987341772,-0.0354,2022-09-28,0.280981025978584,0.0174333333333333
"Nassau",-0.013664406779661,-0.0211,2022-09-28,0.437439072021212,0.224088888888889
"Okaloosa",0.698848913043478,0.4154,2022-09-28,0.577817882975205,0.252694444444444
"Okeechobee",-0.00391267605633802,-0.0113,2022-09-28,0.332058373543732,0.114094444444444
"Orange",-0.0143823529411765,-0.0294,2022-09-28,0.327310817185916,0.1311
"Osceola",-0.00996879432624113,-0.03,2022-09-28,0.332888935740443,0.112233333333333
"Palm Beach",0.000674863387978142,-0.0137,2022-09-28,0.273822902923781,0.0464722222222222
"Pasco",-0.0173833333333333,-0.0224,2022-09-28,0.403591012478464,0.17135
"Pinellas",-0.0190541666666667,-0.0215,2022-09-28,0.294698247793672,0.123111111111111
"Polk",-0.0171520710059172,-0.0251,2022-09-28,0.3372232172425,0.129761111111111
"Putnam",-0.0128282051282051,-0.0181,2022-09-28,0.472541160746732,0.274
"Santa Rosa",0.709020618556701,0.4934,2022-09-28,0.579674475829829,0.286933333333333
"Sarasota",-0.0264178571428571,-0.0303,2022-09-28,0.331053275138604,0.105488888888889
"Seminole",-0.0117625,-0.017,2022-09-28,0.371876936705767,0.193822222222222
"St. Johns",-0.0144875,-0.0185,2022-09-28,0.445914917545583,0.166583333333333
"St. Lucie",0.00452181818181818,-0.0091,2022-09-28,0.229000116959064,0.0701666666666667
"Sumter",-0.0159910714285714,-0.0226,2022-09-28,0.462049503968254,0.2368
"Suwannee",0.00910144927536231,-0.0054,2022-09-28,0.499450080515298,0.356405555555556
"Taylor",0.0205878504672897,-0.0075,2022-09-28,0.575071031602195,0.316977777777778
"Union",-0.0177833333333333,-0.0203,2022-09-28,0.498136111111111,0.40565
"Volusia",-0.0165466019417476,-0.0279,2022-09-28,0.422040809537075,0.131911111111111
"Wakulla",0.207085454545455,0.0223,2022-09-28,0.620377914926204,0.305638888888889
"Walton",0.711607619047619,0.4304,2022-09-28,0.594438615169558,0.276444444444444
"Washington",0.715563333333333,0.5362,2022-09-28,0.602519814814815,0.353755555555556
"Alachua",0.0197404494382022,0.0036,2022-09-29,0.505207409866455,0.324066666666667
"Baker",0.00642222222222222,-0.0019,2022-09-29,0.49507325685224,0.347777777777778
"Bay",0.574661333333333,0.3396,2022-09-29,0.547683666998203,0.228427777777778
"Bradford",0.0054103448275862,0,2022-09-29,0.487341392081737,0.386794444444444
"Brevard",0.0094,-0.01,2022-09-29,0.329879622183359,0.0574833333333333
"Broward",0.19055737704918,0.0093,2022-09-29,0.233626068353626,0.0255388888888889
"Calhoun",0.471446296296296,0.1806,2022-09-29,0.544649588477366,0.331522222222222
"Charlotte",0.474878666666667,0.0252,2022-09-29,0.333134137962427,0.10155
"Citrus",0.0393912280701754,0.0248,2022-09-29,0.483085230563905,0.35505
"Clay",-0.000203333333333333,-0.0101,2022-09-29,0.448436492663103,0.272922222222222
"Collier",0.376851630434783,0.0325,2022-09-29,0.294984361098472,0.0351888888888889
"Columbia",0.0256325,0.0081,2022-09-29,0.515751111111111,0.362461111111111
"DeSoto",0.679258333333333,0.5033,2022-09-29,0.354893703703704,0.199022222222222
"Dixie",0.0536347826086956,0.0205,2022-09-29,0.525384589594653,0.215111111111111
"Duval",-0.00762753623188405,-0.0217,2022-09-29,0.386558092468115,0.166116666666667
"Escambia",0.707892063492064,0.3886,2022-09-29,0.572081684557415,0.239022222222222
"Flagler",-0.0166729166666667,-0.0213,2022-09-29,0.443860239512472,0.202172222222222
"Franklin",0.574807843137255,0.1648,2022-09-29,0.558032940508026,0.202244444444444
"Gadsden",0.655360784313726,0.2015,2022-09-29,0.610789433551198,0.428016666666667
"Gilchrist",0.0279885714285714,0.0175,2022-09-29,0.512253174603175,0.375361111111111
"Glades",0.322443529411765,0.0392,2022-09-29,0.355211899441947,0.141133333333333
"Gulf",0.549983636363636,0.2489,2022-09-29,0.569357212229281,0.297361111111111
"Hamilton",0.04635,0.0163,2022-09-29,0.494931134259259,0.318405555555556
"Hardee",0.111018333333333,0.0124,2022-09-29,0.30612752354049,0.135461111111111
"Hendry",0.258701,0.0347,2022-09-29,0.324282427942794,0.129911111111111
"Hernando",0.0816023255813954,0.0437,2022-09-29,0.453980180542971,0.166677777777778
"Highlands",0.44272,0.0079,2022-09-29,0.331720771971273,0.109683333333333
"Hillsborough",0.177291666666667,0.0378,2022-09-29,0.332059452447628,0.137722222222222
"Holmes",0.577879591836735,0.2969,2022-09-29,0.620693197278912,0.467766666666667
"Indian River",0.0896045454545455,0.015,2022-09-29,0.288636701828175,0.0970277777777778
"Jackson",0.426684693877551,0.0876,2022-09-29,0.537982002594852,0.285483333333333
"Jefferson",0.344933333333333,0.1122,2022-09-29,0.582865833333333,0.416766666666667
"Lafayette",0.0298,0.0175,2022-09-29,0.567478758169935,0.401588888888889
"Lake",0.00757765957446808,-0.0043,2022-09-29,0.434598931764941,0.208483333333333
"Lee",0.214909210526316,0.0189,2022-09-29,0.275579202812742,0.0293944444444444
"Leon",0.713995588235294,0.2929,2022-09-29,0.612062880079568,0.388022222222222
"Levy",0.0543578947368421,0.0211,2022-09-29,0.508021667642095,0.224633333333333
"Liberty",0.642404651162791,0.2224,2022-09-29,0.626071758028793,0.336611111111111
"Madison",0.328081944444444,0.0162,2022-09-29,0.55650725308642,0.368827777777778
"Manatee",0.521235714285714,0.0372,2022-09-29,0.327842902961563,0.128805555555556
"Marion",0.0181559748427673,-0.0029,2022-09-29,0.495058835558098,0.266227777777778
"Martin",0.0373518518518519,0.002,2022-09-29,0.263398510740075,0.0824277777777778
"Miami-Dade",0.210865294117647,0.008,2022-09-29,0.20894193570886,0.00310555555555556
"Monroe",0.143872972972973,0.0067,2022-09-29,0.280981025978584,0.0174333333333333
"Nassau",0.000312068965517241,-0.0174,2022-09-29,0.437439072021212,0.224088888888889
"Okaloosa",0.616917204301075,0.2742,2022-09-29,0.577817882975205,0.252694444444444
"Okeechobee",0.282965277777778,0.0204,2022-09-29,0.332058373543732,0.114094444444444
"Orange",0.00753058823529411,-0.0085,2022-09-29,0.327310817185916,0.1311
"Osceola",0.00647857142857142,-0.0165,2022-09-29,0.332888935740443,0.112233333333333
"Palm Beach",0.0657906593406593,0.0039,2022-09-29,0.273822902923781,0.0464722222222222
"Pasco",0.0962270588235294,0.0098,2022-09-29,0.403591012478464,0.17135
"Pinellas",0.300745833333333,0.0378,2022-09-29,0.294698247793672,0.123111111111111
"Polk",0.0316189655172414,0.001,2022-09-29,0.3372232172425,0.129761111111111
"Putnam",-0.00159743589743589,-0.0137,2022-09-29,0.472541160746732,0.274
"Santa Rosa",0.711583505154639,0.4318,2022-09-29,0.579674475829829,0.286933333333333
"Sarasota",0.533690909090909,0.0901,2022-09-29,0.331053275138604,0.105488888888889
"Seminole",-9.3939393939394e-05,-0.0062,2022-09-29,0.371876936705767,0.193822222222222
"St. Johns",-0.0178180327868852,-0.0226,2022-09-29,0.445914917545583,0.166583333333333
"St. Lucie",0.105092857142857,0.0094,2022-09-29,0.229000116959064,0.0701666666666667
"Sumter",0.0324214285714286,0.014,2022-09-29,0.462049503968254,0.2368
"Suwannee",0.0292695652173913,0.0141,2022-09-29,0.499450080515298,0.356405555555556
"Taylor",0.274242990654206,0.0328,2022-09-29,0.575071031602195,0.316977777777778
"Union",0.0135458333333333,0.0038,2022-09-29,0.498136111111111,0.40565
"Volusia",-0.00668942307692307,-0.0166,2022-09-29,0.422040809537075,0.131911111111111
"Wakulla",0.709759649122807,0.2722,2022-09-29,0.620377914926204,0.305638888888889
"Walton",0.533020952380952,0.1557,2022-09-29,0.594438615169558,0.276444444444444
"Washington",0.634915,0.3238,2022-09-29,0.602519814814815,0.353755555555556
"Alachua",0.219363636363636,0.0655,2022-09-30,0.505207409866455,0.324066666666667
"Baker",0.0497296296296296,0.0263,2022-09-30,0.49507325685224,0.347777777777778
"Bay",0.494525333333333,0.1662,2022-09-30,0.547683666998203,0.228427777777778
"Bradford",0.169203333333333,0.0638,2022-09-30,0.487341392081737,0.386794444444444
"Brevard",0.613574736842105,0.16,2022-09-30,0.329879622183359,0.0574833333333333
"Broward",0.493269105691057,0.1324,2022-09-30,0.233626068353626,0.0255388888888889
"Calhoun",0.266188888888889,0.1011,2022-09-30,0.544649588477366,0.331522222222222
"Charlotte",0.624461038961039,0.2258,2022-09-30,0.333134137962427,0.10155
"Citrus",0.714051785714286,0.6136,2022-09-30,0.483085230563905,0.35505
"Clay",0.212410169491525,0.075,2022-09-30,0.448436492663103,0.272922222222222
"Collier",0.628147849462366,-0.0937,2022-09-30,0.294984361098472,0.0351888888888889
"Columbia",0.09437875,0.0347,2022-09-30,0.515751111111111,0.362461111111111
"DeSoto",0.684203333333333,0.6249,2022-09-30,0.354893703703704,0.199022222222222
"Dixie",0.633814925373134,0.3126,2022-09-30,0.525384589594653,0.215111111111111
"Duval",0.122214285714286,0.0348,2022-09-30,0.386558092468115,0.166116666666667
"Escambia",0.70645625,0.3507,2022-09-30,0.572081684557415,0.239022222222222
"Flagler",0.261691666666667,0.0408,2022-09-30,0.443860239512472,0.202172222222222
"Franklin",0.69477,0.157,2022-09-30,0.558032940508026,0.202244444444444
"Gadsden",0.448619607843137,0.1351,2022-09-30,0.610789433551198,0.428016666666667
"Gilchrist",0.536034285714286,0.2317,2022-09-30,0.512253174603175,0.375361111111111
"Glades",0.693482558139535,0.5731,2022-09-30,0.355211899441947,0.141133333333333
"Gulf",0.640569811320755,0.4276,2022-09-30,0.569357212229281,0.297361111111111
"Hamilton",0.116725,0.0621,2022-09-30,0.494931134259259,0.318405555555556
"Hardee",0.686298333333333,0.4272,2022-09-30,0.30612752354049,0.135461111111111
"Hendry",0.688815841584158,0.5043,2022-09-30,0.324282427942794,0.129911111111111
"Hernando",0.70673023255814,0.1542,2022-09-30,0.453980180542971,0.166677777777778
"Highlands",0.674252577319588,0.3995,2022-09-30,0.331720771971273,0.109683333333333
"Hillsborough",0.634719791666667,0.4055,2022-09-30,0.332059452447628,0.137722222222222
"Holmes",0.515316326530612,0.2345,2022-09-30,0.620693197278912,0.467766666666667
"Indian River",0.675370454545455,0.4913,2022-09-30,0.288636701828175,0.0970277777777778
"Jackson",0.264855102040816,0.0492,2022-09-30,0.537982002594852,0.285483333333333
"Jefferson",0.426123333333333,0.185,2022-09-30,0.582865833333333,0.416766666666667
"Lafayette",0.567429411764706,0.2008,2022-09-30,0.567478758169935,0.401588888888889
"Lake",0.691169696969697,0.4348,2022-09-30,0.434598931764941,0.208483333333333
"Lee",0.538303947368421,-0.0179,2022-09-30,0.275579202812742,0.0293944444444444
"Leon",0.494951470588235,0.1996,2022-09-30,0.612062880079568,0.388022222222222
"Levy",0.707588392857143,0.38,2022-09-30,0.508021667642095,0.224633333333333
"Liberty",0.508688372093023,0.2073,2022-09-30,0.626071758028793,0.336611111111111
"Madison",0.305358333333333,0.0742,2022-09-30,0.55650725308642,0.368827777777778
"Manatee",0.623171428571429,0.36,2022-09-30,0.327842902961563,0.128805555555556
"Marion",0.647559375,0.0805,2022-09-30,0.495058835558098,0.266227777777778
"Martin",0.640774074074074,0.3696,2022-09-30,0.263398510740075,0.0824277777777778
"Miami-Dade",0.426323668639053,-0.0348,2022-09-30,0.20894193570886,0.00310555555555556
"Monroe",0.599083561643836,0.0963,2022-09-30,0.280981025978584,0.0174333333333333
"Nassau",0.0711606557377049,0.036,2022-09-30,0.437439072021212,0.224088888888889
"Okaloosa",0.627290322580645,0.0908,2022-09-30,0.577817882975205,0.252694444444444
"Okeechobee",0.7289,0.622,2022-09-30,0.332058373543732,0.114094444444444
"Orange",0.601151136363636,0.1556,2022-09-30,0.327310817185916,0.1311
"Osceola",0.713795714285714,0.4614,2022-09-30,0.332888935740443,0.112233333333333
"Palm Beach",0.610156111111111,0.2335,2022-09-30,0.273822902923781,0.0464722222222222
"Pasco",0.694616666666667,0.3846,2022-09-30,0.403591012478464,0.17135
"Pinellas",0.465373913043478,0.3022,2022-09-30,0.294698247793672,0.123111111111111
"Polk",0.676188439306358,0.4691,2022-09-30,0.3372232172425,0.129761111111111
"Putnam",0.166866233766234,0.0419,2022-09-30,0.472541160746732,0.274
"Santa Rosa",0.709154166666667,0.397,2022-09-30,0.579674475829829,0.286933333333333
"Sarasota",0.624125,0.1233,2022-09-30,0.331053275138604,0.105488888888889
"Seminole",0.66875625,0.5147,2022-09-30,0.371876936705767,0.193822222222222
"St. Johns",0.353250819672131,0.0565,2022-09-30,0.445914917545583,0.166583333333333
"St. Lucie",0.657654545454545,0.4666,2022-09-30,0.229000116959064,0.0701666666666667
"Sumter",0.731507142857143,0.521,2022-09-30,0.462049503968254,0.2368
"Suwannee",0.140298550724638,0.0408,2022-09-30,0.499450080515298,0.356405555555556
"Taylor",0.480818691588785,0.1749,2022-09-30,0.575071031602195,0.316977777777778
"Union",0.0780291666666667,0.0414,2022-09-30,0.498136111111111,0.40565
"Volusia",0.695771962616823,0.1297,2022-09-30,0.422040809537075,0.131911111111111
"Wakulla",0.686608928571429,0.2782,2022-09-30,0.620377914926204,0.305638888888889
"Walton",0.445001886792453,0.1312,2022-09-30,0.594438615169558,0.276444444444444
"Washington",0.49677,0.2543,2022-09-30,0.602519814814815,0.353755555555556
"Alachua",0.720363636363636,0.5221,2022-10-01,0.505207409866455,0.324066666666667
"Baker",0.763427777777778,0.6532,2022-10-01,0.49507325685224,0.347777777777778
"Bay",0.641963888888889,0.3531,2022-10-01,0.547683666998203,0.228427777777778
"Bradford",0.756223333333333,0.6913,2022-10-01,0.487341392081737,0.386794444444444
"Brevard",0.421049494949495,0.029,2022-10-01,0.329879622183359,0.0574833333333333
"Broward",0.104451219512195,0.0086,2022-10-01,0.233626068353626,0.0255388888888889
"Calhoun",0.686388888888889,0.513,2022-10-01,0.544649588477366,0.331522222222222
"Charlotte",0.3642,0.0613,2022-10-01,0.333134137962427,0.10155
"Citrus",0.700908928571429,0.5791,2022-10-01,0.483085230563905,0.35505
"Clay",0.709232786885246,0.5122,2022-10-01,0.448436492663103,0.272922222222222
"Collier",0.274312972972973,0.0197,2022-10-01,0.294984361098472,0.0351888888888889
"Columbia",0.74784125,0.6105,2022-10-01,0.515751111111111,0.362461111111111
"DeSoto",0.364925,0.1291,2022-10-01,0.354893703703704,0.199022222222222
"Dixie",0.712459701492537,0.3663,2022-10-01,0.525384589594653,0.215111111111111
"Duval",0.635867142857143,0.3203,2022-10-01,0.386558092468115,0.166116666666667
"Escambia",0.699809230769231,0.2082,2022-10-01,0.572081684557415,0.239022222222222
"Flagler",0.740030612244898,0.3789,2022-10-01,0.443860239512472,0.202172222222222
"Franklin",0.646666,0.2561,2022-10-01,0.558032940508026,0.202244444444444
"Gadsden",0.762335294117647,0.6908,2022-10-01,0.610789433551198,0.428016666666667
"Gilchrist",0.677522857142857,0.5606,2022-10-01,0.512253174603175,0.375361111111111
"Glades",0.302614117647059,0.0267,2022-10-01,0.355211899441947,0.141133333333333
"Gulf",0.662266666666667,0.1682,2022-10-01,0.569357212229281,0.297361111111111
"Hamilton",0.679920833333333,0.4858,2022-10-01,0.494931134259259,0.318405555555556
"Hardee",0.41585,0.1805,2022-10-01,0.30612752354049,0.135461111111111
"Hendry",0.310572277227723,0.0596,2022-10-01,0.324282427942794,0.129911111111111
"Hernando",0.700195348837209,0.1285,2022-10-01,0.453980180542971,0.166677777777778
"Highlands",0.414884210526316,0.1203,2022-10-01,0.331720771971273,0.109683333333333
"Hillsborough",0.575834375,0.3004,2022-10-01,0.332059452447628,0.137722222222222
"Holmes",0.744661224489796,0.66,2022-10-01,0.620693197278912,0.467766666666667
"Indian River",0.0522727272727273,0.0172,2022-10-01,0.288636701828175,0.0970277777777778
"Jackson",0.679590816326531,0.4893,2022-10-01,0.537982002594852,0.285483333333333
"Jefferson",0.763146666666667,0.6211,2022-10-01,0.582865833333333,0.416766666666667
"Lafayette",0.605611764705882,0.299,2022-10-01,0.567478758169935,0.401588888888889
"Lake",0.702484375,0.4947,2022-10-01,0.434598931764941,0.208483333333333
"Lee",0.325224675324675,-0.0477,2022-10-01,0.275579202812742,0.0293944444444444
"Leon",0.744501470588235,0.5832,2022-10-01,0.612062880079568,0.388022222222222
"Levy",0.654667567567568,0.2497,2022-10-01,0.508021667642095,0.224633333333333
"Liberty",0.756954651162791,0.4929,2022-10-01,0.626071758028793,0.336611111111111
"Madison",0.717273611111111,0.4928,2022-10-01,0.55650725308642,0.368827777777778
"Manatee",0.466020588235294,0.1976,2022-10-01,0.327842902961563,0.128805555555556
"Marion",0.732695597484277,0.5204,2022-10-01,0.495058835558098,0.266227777777778
"Martin",0.02232,0.0093,2022-10-01,0.263398510740075,0.0824277777777778
"Miami-Dade",0.16152514619883,-0.0031,2022-10-01,0.20894193570886,0.00310555555555556
"Monroe",0.345722972972973,0.0295,2022-10-01,0.280981025978584,0.0174333333333333
"Nassau",0.749955,0.2207,2022-10-01,0.437439072021212,0.224088888888889
"Okaloosa",0.715039560439561,0.4425,2022-10-01,0.577817882975205,0.252694444444444
"Okeechobee",0.199998611111111,0.0149,2022-10-01,0.332058373543732,0.114094444444444
"Orange",0.608267816091954,0.3445,2022-10-01,0.327310817185916,0.1311
"Osceola",0.543858695652174,0.0574,2022-10-01,0.332888935740443,0.112233333333333
"Palm Beach",0.0991538461538462,0.0054,2022-10-01,0.273822902923781,0.0464722222222222
"Pasco",0.691253012048193,0.4801,2022-10-01,0.403591012478464,0.17135
"Pinellas",0.462128,0.1391,2022-10-01,0.294698247793672,0.123111111111111
"Polk",0.595738505747127,0.2244,2022-10-01,0.3372232172425,0.129761111111111
"Putnam",0.741007692307692,0.5837,2022-10-01,0.472541160746732,0.274
"Santa Rosa",0.720481443298969,0.4562,2022-10-01,0.579674475829829,0.286933333333333
"Sarasota",0.425368421052632,0.1322,2022-10-01,0.331053275138604,0.105488888888889
"Seminole",0.656121212121212,0.493,2022-10-01,0.371876936705767,0.193822222222222
"St. Johns",0.70671186440678,0.3194,2022-10-01,0.445914917545583,0.166583333333333
"St. Lucie",0.0198490909090909,0.0063,2022-10-01,0.229000116959064,0.0701666666666667
"Sumter",0.726042857142857,0.4869,2022-10-01,0.462049503968254,0.2368
"Suwannee",0.615485507246377,0.437,2022-10-01,0.499450080515298,0.356405555555556
"Taylor",0.657242990654206,0.3352,2022-10-01,0.575071031602195,0.316977777777778
