"DATE","county","max_prcp","min_prcp","mean_prcp"
"2022-11-11","Marion County",2.96,0.01,1.238
"2022-11-11","Martin County",0.65,0,0.096
"2022-11-11","Miami-Dade County",0.21,0,0.01875
"2022-11-11","Monroe County",1.5,0,0.3044
"2022-11-11","Nassau County",2,0.71,1.032
"2022-11-11","Okaloosa County",0.12,0,0.0629411764705882
"2022-11-11","Okeechobee County",0.02,0,0.01
"2022-11-11","Orange County",4.13,0,0.646666666666667
"2022-11-11","Osceola County",0.46,0.03,0.127142857142857
"2022-11-11","Palm Beach County",1.54,0,0.0916
"2022-11-11","Pasco County",5.13,0.45,2.99357142857143
"2022-11-11","Pinellas County",4.44,0.26,2.61896551724138
"2022-11-11","Polk County",2.67,0,0.548421052631579
"2022-11-11","Putnam County",2.55,0,1.06375
"2022-11-11","Santa Rosa County",0.03,0,0.00375
"2022-11-11","Sarasota County",2.25,0,0.931666666666667
"2022-11-11","Seminole County",0.34,0.02,0.1925
"2022-11-11","St. Johns County",2.67,0,1.55615384615385
"2022-11-11","St. Lucie County",0.54,0,0.234615384615385
"2022-11-11","Sumter County",1.4,0.67,0.885
"2022-11-11","Suwannee County",2.5,2.01,2.2175
"2022-11-11","Taylor County",1.32,1.32,1.32
"2022-11-11","Volusia County",0.71,0,0.199090909090909
"2022-11-11","Wakulla County",0.84,0.84,0.84
"2022-11-11","Walton County",0.45,0.12,0.308
"2022-11-11","Washington County",1.5,0.73,1.2175
"2022-11-12","Alachua County",0.3,0,0.0371428571428571
"2022-11-12","Baker County",0.03,0.02,0.0233333333333333
"2022-11-12","Bay County",0,0,0
"2022-11-12","Brevard County",0.21,0,0.00761904761904762
"2022-11-12","Broward County",0.31,0,0.0448148148148148
"2022-11-12","Charlotte County",0.24,0,0.0476923076923077
"2022-11-12","Citrus County",0.03,0,0.00833333333333333
"2022-11-12","Clay County",0.06,0,0.01
"2022-11-12","Collier County",0.01,0,0.000833333333333333
"2022-11-12","Columbia County",0.11,0,0.06
"2022-11-12","DeSoto County",0.03,0.03,0.03
"2022-11-12","Dixie County",0.58,0,0.29
"2022-11-12","Duval County",0.03,0,0.00416666666666667
"2022-11-12","Escambia County",0,0,0
"2022-11-12","Flagler County",2.3,0,0.191666666666667
