"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-18","0.03"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-19",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-20",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-21",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-22","0.01"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-23","0.00"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-24","0.00"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-25","0.01"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-26",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-27",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-28",
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-29","0.05"
"USC00080369","AVON PARK 2 W, FL US","27.5947","-81.5266","46.9","2020-09-30","1.62"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-13","1.01"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-14","0.94"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-15","1.85"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-17",
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-18","0.24"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-20",
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-21","1.44"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-22","0.06"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-23","0.00"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-24","0.03"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-25","0.00"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-26","0.00"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-27","0.00"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-28","1.41"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-29","0.19"
"US1FLVL0083","DE LAND 3.9 SSE, FL US","28.98179","-81.28001","25.6","2020-09-30","0.78"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-13","0.53"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-14","1.19"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-15","0.23"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-16","0.04"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-17","0.18"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-18","0.34"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-19","0.00"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-20","0.12"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-21","3.03"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-22","0.00"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-23","0.06"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-24","0.00"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-25","0.00"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-26","0.00"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-27","0.14"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-28","1.14"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-29","0.29"
"US1FLVL0084","LAKE HELEN 0.4 SW, FL US","28.978914","-81.235256","21.6","2020-09-30","0.93"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-13","0.62"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-14","0.35"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-15","0.16"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-16","0.01"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-17","0.24"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-18","0.02"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-19","0.00"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-20","5.35"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-21","0.07"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-22","0.02"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-23","0.00"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-24","0.00"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-25","0.03"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-26","0.00"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-27","0.00"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-28","0.53"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-29","1.13"
"US1FLVL0081","ORMOND BY THE SEA 0.8 SSE, FL US","29.332109","-81.064317","3.0","2020-09-30","1.48"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-13","0.92"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-14","0.12"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-16","0.00"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-17","0.48"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-18","0.12"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-19","0.00"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-20","5.76"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-21","0.24"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-22","0.04"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-23","0.00"
"US1FLVL0082","ORMOND BEACH 4.1 ESE, FL US","29.26925","-81.0335","8.5","2020-09-24","0.00"
