"fips_code","county","date","total_outage","prev_outage"
12041,"Gilchrist",2022-11-18,3,7.25
12041,"Gilchrist",2022-11-19,0,3
12041,"Gilchrist",2022-11-20,1,0
12041,"Gilchrist",2022-11-21,3.5,1
12041,"Gilchrist",2022-11-22,3.25,3.5
12041,"Gilchrist",2022-11-23,9.25,3.25
12041,"Gilchrist",2022-11-24,8.25,9.25
12043,"Glades",2022-11-07,4.25,NA
12043,"Glades",2022-11-08,7.5,4.25
12043,"Glades",2022-11-10,1371,7.5
12043,"Glades",2022-11-12,0,1371
12043,"Glades",2022-11-14,0,0
12043,"Glades",2022-11-16,0,0
12043,"Glades",2022-11-17,0,0
12043,"Glades",2022-11-18,6.5,0
12043,"Glades",2022-11-22,8,6.5
12043,"Glades",2022-11-23,9.5,8
12043,"Glades",2022-11-24,18.25,9.5
12045,"Gulf",2022-11-06,5.25,NA
12045,"Gulf",2022-11-07,6.75,5.25
12045,"Gulf",2022-11-08,0.5,6.75
12045,"Gulf",2022-11-09,1,0.5
12045,"Gulf",2022-11-10,2.75,1
12045,"Gulf",2022-11-11,50.25,2.75
12045,"Gulf",2022-11-12,34,50.25
12045,"Gulf",2022-11-13,0.5,34
12045,"Gulf",2022-11-14,0.25,0.5
12045,"Gulf",2022-11-15,3,0.25
12045,"Gulf",2022-11-16,35,3
12045,"Gulf",2022-11-17,3.5,35
12045,"Gulf",2022-11-18,4,3.5
12045,"Gulf",2022-11-19,0.5,4
12045,"Gulf",2022-11-20,206.75,0.5
12045,"Gulf",2022-11-21,10.25,206.75
12045,"Gulf",2022-11-22,45.75,10.25
12045,"Gulf",2022-11-23,2.25,45.75
12045,"Gulf",2022-11-24,16.75,2.25
12047,"Hamilton",2022-11-06,107,NA
12047,"Hamilton",2022-11-07,18,107
12047,"Hamilton",2022-11-08,253.5,18
12047,"Hamilton",2022-11-09,4.75,253.5
12047,"Hamilton",2022-11-10,2781.75,4.75
12047,"Hamilton",2022-11-11,3890.25,2781.75
12047,"Hamilton",2022-11-12,138.75,3890.25
12047,"Hamilton",2022-11-13,3,138.75
12047,"Hamilton",2022-11-14,2,3
12047,"Hamilton",2022-11-15,3.75,2
12047,"Hamilton",2022-11-16,0,3.75
12047,"Hamilton",2022-11-17,4.25,0
12047,"Hamilton",2022-11-18,0,4.25
12047,"Hamilton",2022-11-19,0.25,0
12047,"Hamilton",2022-11-20,1,0.25
12047,"Hamilton",2022-11-21,19.25,1
12047,"Hamilton",2022-11-22,128.25,19.25
12049,"Hardee",2022-11-06,0,NA
12049,"Hardee",2022-11-07,7.75,0
12049,"Hardee",2022-11-08,16.5,7.75
12049,"Hardee",2022-11-09,8.25,16.5
12049,"Hardee",2022-11-10,1213,8.25
12049,"Hardee",2022-11-11,50,1213
12049,"Hardee",2022-11-12,6,50
12049,"Hardee",2022-11-13,3.5,6
12049,"Hardee",2022-11-14,10.5,3.5
12049,"Hardee",2022-11-15,18,10.5
12049,"Hardee",2022-11-16,3.25,18
12049,"Hardee",2022-11-17,5.5,3.25
12049,"Hardee",2022-11-18,2.75,5.5
12049,"Hardee",2022-11-19,3.75,2.75
12049,"Hardee",2022-11-21,7.5,3.75
12049,"Hardee",2022-11-22,30.5,7.5
12049,"Hardee",2022-11-23,6.5,30.5
12049,"Hardee",2022-11-24,4,6.5
12051,"Hendry",2022-11-06,4.75,NA
12051,"Hendry",2022-11-07,8.25,4.75
12051,"Hendry",2022-11-08,13.5,8.25
12051,"Hendry",2022-11-09,193.5,13.5
12051,"Hendry",2022-11-10,318.25,193.5
12051,"Hendry",2022-11-11,0,318.25
12051,"Hendry",2022-11-12,0,0
12051,"Hendry",2022-11-13,0,0
12051,"Hendry",2022-11-14,0,0
12051,"Hendry",2022-11-15,0,0
12051,"Hendry",2022-11-16,0,0
12051,"Hendry",2022-11-17,2.5,0
12051,"Hendry",2022-11-18,15,2.5
12051,"Hendry",2022-11-19,0.25,15
12051,"Hendry",2022-11-20,0,0.25
12051,"Hendry",2022-11-21,29,0
12051,"Hendry",2022-11-22,2.5,29
12051,"Hendry",2022-11-23,0,2.5
12051,"Hendry",2022-11-24,0,0
12053,"Hernando",2022-11-06,133.25,NA
12053,"Hernando",2022-11-07,0.75,133.25
12053,"Hernando",2022-11-08,10.75,0.75
12053,"Hernando",2022-11-09,375.25,10.75
12053,"Hernando",2022-11-10,8970.75,375.25
12053,"Hernando",2022-11-11,237,8970.75
12053,"Hernando",2022-11-12,48.5,237
12053,"Hernando",2022-11-13,20.25,48.5
12053,"Hernando",2022-11-14,110.25,20.25
12053,"Hernando",2022-11-15,199.75,110.25
12053,"Hernando",2022-11-16,12.5,199.75
12053,"Hernando",2022-11-17,22,12.5
12053,"Hernando",2022-11-18,24,22
12053,"Hernando",2022-11-19,46.5,24
12053,"Hernando",2022-11-20,923.25,46.5
12053,"Hernando",2022-11-21,51,923.25
12053,"Hernando",2022-11-22,99.75,51
12053,"Hernando",2022-11-23,21.5,99.75
12053,"Hernando",2022-11-24,14.75,21.5
12055,"Highlands",2022-11-06,56,NA
12055,"Highlands",2022-11-07,31,56
12055,"Highlands",2022-11-08,2396,31
12055,"Highlands",2022-11-09,13286.5,2396
12055,"Highlands",2022-11-10,3641.75,13286.5
12055,"Highlands",2022-11-11,545.75,3641.75
12055,"Highlands",2022-11-12,14,545.75
12055,"Highlands",2022-11-13,248,14
12055,"Highlands",2022-11-14,68.75,248
12055,"Highlands",2022-11-15,498.25,68.75
12055,"Highlands",2022-11-16,81.5,498.25
12055,"Highlands",2022-11-17,63.25,81.5
12055,"Highlands",2022-11-18,251.75,63.25
12055,"Highlands",2022-11-19,3.5,251.75
12055,"Highlands",2022-11-20,29.5,3.5
12055,"Highlands",2022-11-21,565.5,29.5
12055,"Highlands",2022-11-22,87.75,565.5
12055,"Highlands",2022-11-23,303,87.75
12055,"Highlands",2022-11-24,2832.75,303
12057,"Hillsborough",2022-11-06,2551,NA
12057,"Hillsborough",2022-11-07,1071,2551
12057,"Hillsborough",2022-11-08,5601,1071
12057,"Hillsborough",2022-11-09,3178.75,5601
12057,"Hillsborough",2022-11-10,125030,3178.75
12057,"Hillsborough",2022-11-11,4713,125030
12057,"Hillsborough",2022-11-12,3144.75,4713
12057,"Hillsborough",2022-11-13,386.5,3144.75
12057,"Hillsborough",2022-11-14,408.25,386.5
12057,"Hillsborough",2022-11-15,1977.75,408.25
12057,"Hillsborough",2022-11-16,948.5,1977.75
12057,"Hillsborough",2022-11-17,284,948.5
12057,"Hillsborough",2022-11-18,327,284
12057,"Hillsborough",2022-11-19,400.25,327
12057,"Hillsborough",2022-11-20,5373.25,400.25
12057,"Hillsborough",2022-11-21,3501,5373.25
12057,"Hillsborough",2022-11-22,668.5,3501
12057,"Hillsborough",2022-11-23,1369.25,668.5
12057,"Hillsborough",2022-11-24,71.25,1369.25
12059,"Holmes",2022-11-06,0,NA
12059,"Holmes",2022-11-07,75.25,0
12059,"Holmes",2022-11-08,1.5,75.25
12059,"Holmes",2022-11-09,1.25,1.5
12059,"Holmes",2022-11-10,4.75,1.25
12059,"Holmes",2022-11-11,80.5,4.75
12059,"Holmes",2022-11-12,50.5,80.5
12059,"Holmes",2022-11-13,0.5,50.5
12059,"Holmes",2022-11-14,72.25,0.5
12059,"Holmes",2022-11-15,1,72.25
12059,"Holmes",2022-11-16,0.75,1
12059,"Holmes",2022-11-17,44.5,0.75
12059,"Holmes",2022-11-18,73.75,44.5
12059,"Holmes",2022-11-19,9.25,73.75
12059,"Holmes",2022-11-20,8.5,9.25
12059,"Holmes",2022-11-21,3.75,8.5
12059,"Holmes",2022-11-22,2.5,3.75
12059,"Holmes",2022-11-23,18.5,2.5
12059,"Holmes",2022-11-24,2,18.5
12061,"Indian River",2022-11-06,354.5,NA
12061,"Indian River",2022-11-07,698.5,354.5
12061,"Indian River",2022-11-08,2142.5,698.5
12061,"Indian River",2022-11-09,4551.5,2142.5
12061,"Indian River",2022-11-10,180777.5,4551.5
12061,"Indian River",2022-11-11,6960,180777.5
12061,"Indian River",2022-11-12,0,6960
12061,"Indian River",2022-11-13,5.5,0
12061,"Indian River",2022-11-14,0,5.5
12061,"Indian River",2022-11-16,0,0
12061,"Indian River",2022-11-17,27.25,0
12061,"Indian River",2022-11-18,161,27.25
12061,"Indian River",2022-11-19,186,161
12061,"Indian River",2022-11-20,378.25,186
12061,"Indian River",2022-11-21,670.5,378.25
12061,"Indian River",2022-11-22,1278.75,670.5
12061,"Indian River",2022-11-23,157,1278.75
12061,"Indian River",2022-11-24,215.75,157
12063,"Jackson",2022-11-06,1.5,NA
12063,"Jackson",2022-11-07,35.5,1.5
12063,"Jackson",2022-11-08,58.25,35.5
12063,"Jackson",2022-11-10,43.5,58.25
12063,"Jackson",2022-11-11,44,43.5
12063,"Jackson",2022-11-12,15.25,44
12063,"Jackson",2022-11-13,5.25,15.25
12063,"Jackson",2022-11-14,14.25,5.25
12063,"Jackson",2022-11-15,627.75,14.25
12063,"Jackson",2022-11-16,0,627.75
12063,"Jackson",2022-11-17,8.5,0
12063,"Jackson",2022-11-18,28.25,8.5
12063,"Jackson",2022-11-19,0.75,28.25
12063,"Jackson",2022-11-20,1.5,0.75
12063,"Jackson",2022-11-21,0,1.5
12063,"Jackson",2022-11-22,50,0
12063,"Jackson",2022-11-23,11.5,50
12063,"Jackson",2022-11-24,3,11.5
12065,"Jefferson",2022-11-06,4.5,NA
12065,"Jefferson",2022-11-07,0,4.5
