"fips_code","county","date","total_outage","prev_outage"
12019,"Clay",2020-11-23,8,56.25
12021,"Collier",2020-11-05,912,NA
12021,"Collier",2020-11-06,372.25,912
12021,"Collier",2020-11-07,74.75,372.25
12021,"Collier",2020-11-08,972.5,74.75
12021,"Collier",2020-11-09,9458.75,972.5
12021,"Collier",2020-11-10,4109.75,9458.75
12021,"Collier",2020-11-11,12492,4109.75
12021,"Collier",2020-11-12,2646.25,12492
12021,"Collier",2020-11-13,2598.25,2646.25
12021,"Collier",2020-11-14,813.25,2598.25
12021,"Collier",2020-11-15,575.5,813.25
12021,"Collier",2020-11-16,375.5,575.5
12021,"Collier",2020-11-17,820.75,375.5
12021,"Collier",2020-11-18,2031.75,820.75
12021,"Collier",2020-11-19,1076,2031.75
12021,"Collier",2020-11-20,237.75,1076
12021,"Collier",2020-11-21,481.75,237.75
12021,"Collier",2020-11-22,1108,481.75
12021,"Collier",2020-11-23,550.25,1108
12023,"Columbia",2020-11-05,132.5,NA
12023,"Columbia",2020-11-06,13.75,132.5
12023,"Columbia",2020-11-07,27.75,13.75
12023,"Columbia",2020-11-08,2,27.75
12023,"Columbia",2020-11-09,2357.5,2
12023,"Columbia",2020-11-10,37.25,2357.5
12023,"Columbia",2020-11-11,124.5,37.25
12023,"Columbia",2020-11-12,369.25,124.5
12023,"Columbia",2020-11-13,47.75,369.25
12023,"Columbia",2020-11-14,25.5,47.75
12023,"Columbia",2020-11-15,48.5,25.5
12023,"Columbia",2020-11-16,1,48.5
12023,"Columbia",2020-11-17,6,1
12023,"Columbia",2020-11-18,50.25,6
12023,"Columbia",2020-11-19,7,50.25
12023,"Columbia",2020-11-20,21,7
12023,"Columbia",2020-11-21,25.5,21
12023,"Columbia",2020-11-22,31,25.5
12023,"Columbia",2020-11-23,32.75,31
12027,"DeSoto",2020-11-05,8.25,NA
12027,"DeSoto",2020-11-06,59.25,8.25
12027,"DeSoto",2020-11-07,172.5,59.25
12027,"DeSoto",2020-11-08,7.25,172.5
12027,"DeSoto",2020-11-09,371.25,7.25
12027,"DeSoto",2020-11-10,141.75,371.25
12027,"DeSoto",2020-11-11,113,141.75
12027,"DeSoto",2020-11-12,62,113
12027,"DeSoto",2020-11-13,6.5,62
12027,"DeSoto",2020-11-14,0,6.5
12027,"DeSoto",2020-11-15,0,0
12027,"DeSoto",2020-11-16,20.5,0
12027,"DeSoto",2020-11-17,9.75,20.5
12027,"DeSoto",2020-11-18,95.5,9.75
12027,"DeSoto",2020-11-19,51.5,95.5
12027,"DeSoto",2020-11-20,0.5,51.5
12027,"DeSoto",2020-11-21,196.25,0.5
12027,"DeSoto",2020-11-22,63.75,196.25
12027,"DeSoto",2020-11-23,8.25,63.75
12029,"Dixie",2020-11-05,0,NA
12029,"Dixie",2020-11-06,68.75,0
12029,"Dixie",2020-11-07,1,68.75
12029,"Dixie",2020-11-08,2.25,1
12029,"Dixie",2020-11-09,14,2.25
12029,"Dixie",2020-11-10,39,14
12029,"Dixie",2020-11-11,0,39
12029,"Dixie",2020-11-12,49.25,0
12029,"Dixie",2020-11-13,0.75,49.25
12029,"Dixie",2020-11-14,0,0.75
12029,"Dixie",2020-11-15,28.25,0
12029,"Dixie",2020-11-16,15.25,28.25
12029,"Dixie",2020-11-17,24,15.25
12029,"Dixie",2020-11-18,6.5,24
12029,"Dixie",2020-11-19,0,6.5
12029,"Dixie",2020-11-20,0.5,0
12029,"Dixie",2020-11-21,5.25,0.5
12029,"Dixie",2020-11-22,0,5.25
12029,"Dixie",2020-11-23,0,0
